0,1,2,3,4,5,6,7,8
0,7,13,1,17,0,16,45,1
0,5,12,1,17,5,17,10,1
0,8,5,3,17,0,17,1,1
6,12,17,1,14,5,6,29,32
0,6,12,3,17,6,17,1,1
0,4,12,1,17,5,17,12,1
4,12,5,3,2,4,3,32,23
0,6,26,1,17,3,17,1,1
4,9,19,3,15,1,4,21,3
0,7,9,3,17,0,17,14,1
0,6,10,3,17,5,17,1,1
8,5,12,1,17,3,17,2,1
0,7,6,3,17,3,17,1,1
0,5,12,3,17,0,17,1,1
8,4,12,1,17,6,17,10,1
5,7,21,4,16,2,8,48,23
0,7,12,2,17,5,17,1,1
1,7,9,0,17,0,17,2,1
0,5,5,4,17,0,17,1,1
0,6,12,1,17,0,17,1,1
8,4,12,1,17,5,17,1,1
1,3,9,0,17,1,18,8,1
8,5,10,4,17,5,17,1,1
2,6,26,3,17,0,17,10,1
1,3,12,4,17,6,17,10,1
1,6,4,3,17,0,17,1,1
6,9,19,3,6,3,6,48,32
2,6,12,1,17,0,17,10,1
0,5,12,3,17,6,17,21,1
6,12,19,1,6,3,15,30,28
6,8,1,1,15,5,3,54,32
0,7,12,1,17,0,17,10,12
0,6,2,3,17,0,17,1,1
1,4,12,3,17,1,16,1,1
0,4,9,3,17,0,16,12,1
0,4,12,1,17,6,16,37,1
0,6,6,1,17,0,17,5,1
1,6,12,4,17,6,17,1,1
1,4,12,1,17,0,17,1,1
0,8,9,3,17,3,16,3,1
0,5,6,4,17,4,17,45,1
8,6,11,3,17,0,12,17,1
1,7,12,3,17,5,17,1,1
0,3,10,3,17,1,17,8,1
0,6,6,3,17,5,17,3,1
1,4,12,1,17,1,17,1,1
1,5,12,3,17,0,17,1,1
3,6,6,1,17,0,17,15,1
1,5,12,3,17,0,17,38,1
6,8,20,1,13,3,3,50,4
1,4,12,3,17,0,17,10,1
1,7,12,2,17,0,17,1,1
1,4,12,3,17,5,17,1,14
0,4,10,1,17,0,17,2,1
0,4,23,1,17,0,17,8,1
0,7,27,3,17,3,17,1,1
6,12,16,4,13,6,5,29,14
0,6,26,4,17,0,16,1,1
0,6,23,0,17,0,17,1,1
0,3,15,0,17,0,17,1,1
2,5,12,4,17,6,17,2,1
2,7,12,3,17,3,17,1,1
0,8,12,3,17,5,10,1,1
0,5,12,4,17,3,16,8,1
6,12,8,4,4,1,6,48,26
0,4,9,4,17,0,17,1,1
12,7,12,0,19,4,0,22,28
0,4,9,1,17,0,17,1,1
6,0,21,4,14,6,4,34,20
10,9,11,1,18,6,0,40,33
1,5,12,4,17,2,17,1,1
0,5,14,3,17,3,17,0,1
6,9,19,1,15,0,5,42,23
2,5,23,4,17,3,17,10,1
0,3,12,3,17,3,16,27,1
0,6,12,1,17,0,17,1,1
1,7,12,4,17,0,17,1,1
1,4,23,1,17,5,17,1,1
0,7,13,1,17,5,17,1,1
6,12,20,1,5,0,4,41,3
1,4,10,1,17,0,17,13,1
0,7,12,2,17,5,17,1,1
1,6,14,3,17,5,17,2,1
0,8,12,1,17,0,17,49,1
0,6,14,3,17,5,17,1,1
0,7,12,3,17,5,17,2,1
0,6,27,1,17,5,17,2,22
6,3,19,3,15,3,5,24,6
1,3,10,4,17,1,17,1,1
8,6,12,1,17,5,17,10,1
0,4,12,3,17,6,16,1,1
1,5,6,1,17,0,17,5,1
8,4,26,3,17,6,17,1,1
0,8,12,3,17,0,17,1,1
0,6,12,3,17,1,16,26,1
0,3,12,1,17,0,17,1,1
0,8,12,4,17,5,17,40,1
0,5,26,1,17,1,16,1,1
0,6,9,1,17,5,10,1,1
1,6,12,3,17,0,17,10,1
7,6,14,3,17,5,16,12,1
0,7,10,4,17,4,17,10,1
0,3,27,3,17,0,17,27,1
1,7,12,3,17,0,17,45,1
2,5,12,2,17,6,17,1,1
0,3,4,1,17,0,11,1,1
1,5,12,4,17,0,17,1,1
0,4,12,3,17,3,16,1,1
6,12,20,4,13,2,4,22,7
1,5,9,3,17,0,17,1,1
0,3,12,2,17,0,17,1,1
0,4,23,3,17,5,17,1,1
6,5,19,1,15,5,4,50,11
0,5,12,3,17,1,18,26,1
3,12,17,4,15,3,3,5,3
0,5,12,3,17,0,16,50,1
11,11,22,0,21,0,1,35,33
1,5,12,3,17,0,16,1,1
3,6,26,2,17,0,17,1,1
0,4,9,3,17,0,17,1,1
0,5,10,3,17,5,17,10,1
0,7,12,2,17,6,17,26,1
0,8,12,3,17,3,8,1,1
0,8,12,1,17,1,16,13,1
0,5,23,4,17,0,17,1,1
0,5,12,3,17,0,16,2,3
0,5,27,1,17,0,17,2,1
6,12,19,3,5,3,3,46,8
0,3,12,3,17,5,17,5,1
5,12,21,1,14,6,5,44,20
0,7,12,2,17,1,17,5,1
0,8,12,1,17,5,17,4,1
0,7,12,3,17,0,16,41,1
0,5,12,1,17,5,10,10,1
1,5,9,2,17,3,17,2,1
0,5,12,1,17,5,16,1,1
6,12,21,2,6,1,3,41,19
0,3,12,1,17,5,17,1,1
1,5,2,3,17,0,17,45,1
8,5,15,3,17,0,17,10,1
0,5,12,3,17,0,17,1,1
5,12,17,1,13,4,3,20,26
1,5,12,2,17,5,17,10,1
6,5,19,4,15,6,3,38,26
6,12,9,4,7,6,4,54,18
6,12,19,4,14,6,4,20,22
0,7,12,3,17,6,17,1,1
0,6,12,4,17,5,17,4,1
0,4,12,3,17,0,17,1,1
6,3,1,1,15,0,3,48,23
1,4,11,3,17,6,16,10,1
0,6,9,1,17,5,17,2,1
5,12,20,4,5,1,3,13,14
0,6,12,1,17,6,17,1,1
0,6,6,3,17,0,17,27,1
12,14,12,0,1,0,0,50,29
0,4,6,4,17,0,16,1,1
1,5,12,1,17,0,17,1,1
0,7,10,3,17,5,17,1,1
0,6,12,1,17,0,16,1,1
2,5,12,3,17,6,17,1,1
0,5,12,3,17,1,17,1,1
6,12,1,1,2,4,5,18,18
0,8,2,1,17,3,16,13,1
0,6,6,2,17,5,17,1,1
2,5,12,3,17,0,17,17,1
0,6,11,2,17,0,16,8,1
0,5,12,3,17,5,17,1,1
0,7,12,2,17,6,17,1,1
0,7,23,3,17,5,17,2,1
0,4,12,3,17,0,17,10,1
2,7,25,3,17,0,14,4,1
0,7,12,3,17,0,17,1,1
0,4,9,3,17,5,17,1,1
1,4,18,1,17,6,17,2,1
8,5,10,3,17,5,17,10,1
0,5,10,1,17,0,17,1,1
1,6,11,4,17,5,17,4,1
1,5,10,3,17,5,16,1,1
6,12,20,2,13,0,4,20,20
5,12,19,1,15,6,4,48,22
6,8,21,4,14,4,4,44,31
6,12,19,1,14,5,3,44,21
0,5,11,1,17,1,17,10,1
6,12,19,3,5,1,3,13,21
10,2,16,0,8,2,9,54,10
0,6,12,1,17,0,16,1,1
6,5,19,3,15,1,3,13,12
0,3,12,4,17,0,17,8,1
2,6,13,3,17,5,17,1,1
6,12,17,1,1,3,4,48,23
1,5,12,4,17,6,17,2,1
0,5,27,3,17,5,17,1,1
4,12,19,4,15,2,5,23,12
1,6,12,1,17,5,10,1,1
0,5,12,3,17,5,17,8,1
2,3,14,1,17,0,17,1,1
0,6,12,4,17,5,17,1,1
2,7,6,1,17,0,17,45,1
0,5,14,2,17,0,17,2,1
3,12,1,2,13,5,3,28,22
0,6,12,4,17,0,16,1,1
0,6,12,2,17,0,17,10,1
6,12,19,4,14,1,3,42,9
0,5,27,4,17,1,17,1,1
0,8,12,1,17,6,17,35,1
0,5,12,2,17,0,17,7,1
0,5,12,2,17,5,17,1,1
1,7,12,1,17,5,16,1,1
12,7,12,1,3,6,0,48,30
10,13,15,0,2,5,2,27,18
1,5,12,1,17,0,17,1,1
2,4,14,3,17,0,17,1,1
0,7,12,3,17,0,17,1,1
0,5,12,4,17,5,17,1,1
1,5,12,4,17,0,17,24,1
1,5,10,3,17,6,17,8,1
10,7,11,0,5,0,0,53,27
1,5,9,4,17,0,17,1,1
1,6,12,3,17,0,17,31,1
0,8,12,4,6,0,17,1,1
1,5,9,4,17,5,17,22,1
0,4,12,3,17,3,17,1,1
0,5,15,3,17,2,17,47,1
0,8,6,1,17,5,17,2,1
12,13,18,1,0,5,0,2,30
0,5,12,3,17,1,17,10,1
12,5,23,0,3,5,0,19,31
0,5,15,0,17,0,17,1,1
2,6,12,2,17,0,17,1,12
0,5,6,3,17,6,17,10,1
5,12,19,1,14,1,5,48,19
1,7,12,2,17,6,17,1,1
6,12,19,4,14,1,3,15,22
6,12,21,2,15,3,4,30,9
2,8,12,1,17,0,17,1,12
0,4,10,3,17,0,17,12,1
0,5,9,3,17,5,17,5,1
1,5,27,3,17,0,17,1,1
0,4,10,1,17,5,17,1,1
0,4,11,4,17,0,17,1,1
0,7,12,1,17,0,17,37,1
2,6,12,2,17,0,17,26,1
0,5,12,3,17,0,17,1,1
1,5,12,3,17,1,17,1,1
0,7,23,3,17,0,17,2,1
0,3,9,4,17,6,17,4,1
10,9,27,1,21,6,0,36,30
2,6,10,1,17,0,17,1,1
0,5,2,4,17,0,17,27,1
0,7,25,3,17,3,17,10,1
0,8,9,4,17,0,17,1,1
1,5,12,1,17,0,17,2,1
2,4,25,4,17,5,17,1,1
0,6,9,1,17,0,17,1,1
2,5,11,3,17,0,17,1,1
1,4,9,2,17,5,16,10,1
0,4,9,1,17,1,16,1,1
0,5,10,3,17,6,16,2,1
10,12,25,0,19,0,0,19,30
0,7,10,1,17,5,17,26,1
9,1,23,1,3,6,0,2,25
0,7,10,3,17,0,17,1,1
6,12,1,4,13,0,3,21,11
1,7,26,4,17,3,17,13,1
2,8,12,3,17,5,17,1,1
0,7,12,3,17,5,17,23,1
1,5,23,3,17,1,17,2,1
6,5,19,1,13,6,3,8,22
0,5,12,1,17,5,17,1,1
0,3,12,1,17,6,17,1,1
2,7,12,3,17,3,17,13,1
0,6,12,3,17,5,17,1,1
0,6,12,1,17,0,12,1,1
0,5,27,1,17,0,17,1,1
6,5,19,4,5,1,5,37,3
0,4,12,3,17,5,16,13,1
10,9,11,2,19,6,0,51,26
0,8,9,3,17,0,17,1,1
6,12,9,0,15,2,3,44,23
0,7,11,2,17,1,17,2,1
8,8,23,3,17,5,17,26,1
0,5,5,3,17,0,17,1,1
0,7,10,3,17,5,17,38,1
2,8,12,1,17,0,17,45,1
0,8,6,3,17,6,17,1,1
6,8,19,2,13,0,4,48,24
0,7,23,1,17,0,17,4,4
0,6,12,1,17,6,13,13,1
0,4,12,3,17,0,17,1,1
0,8,12,3,17,5,17,10,1
1,7,10,3,17,5,17,10,1
0,4,12,4,17,1,16,10,1
6,7,9,2,3,6,5,17,10
6,12,20,1,14,1,4,38,20
0,5,25,1,17,5,16,10,1
1,6,12,1,17,3,17,26,1
1,4,23,1,17,0,16,45,1
8,4,11,1,17,5,16,2,1
6,9,19,3,14,5,5,27,3
0,5,15,3,17,3,17,1,1
2,8,13,3,17,0,17,8,1
0,7,14,4,17,5,17,1,1
4,12,19,1,5,1,6,18,19
0,3,26,2,17,5,16,1,1
1,5,15,3,17,1,16,1,1
1,6,27,1,17,0,17,1,1
10,14,26,2,12,0,0,49,26
0,5,6,2,17,5,17,1,1
2,6,12,1,17,0,16,1,1
0,8,12,3,17,0,16,10,1
1,5,12,2,17,0,17,5,1
0,6,12,1,17,5,17,1,1
0,6,12,4,17,5,17,3,1
0,4,6,4,17,3,17,1,1
2,4,12,1,17,0,17,13,1
1,4,12,3,17,0,17,1,1
10,5,23,1,1,6,0,39,30
1,3,23,3,17,5,16,1,1
1,5,12,1,17,0,16,12,1
1,4,12,1,17,0,17,10,1
12,1,23,0,19,5,0,5,30
6,12,24,4,15,5,4,50,3
8,4,9,3,17,0,17,21,1
0,7,11,1,17,1,17,1,1
0,4,9,3,17,0,17,48,1
0,5,12,3,17,1,17,5,1
0,5,12,2,17,6,17,1,1
0,5,9,1,17,5,16,1,1
1,5,12,1,17,6,17,1,1
0,5,12,3,17,3,16,1,1
0,4,9,1,17,5,17,5,1
1,6,12,3,17,0,17,10,1
0,5,6,1,17,3,17,6,1
0,5,6,1,17,0,11,1,1
0,8,6,1,17,0,17,26,1
0,5,9,3,17,5,17,1,1
1,7,12,2,17,4,17,45,1
12,14,8,4,3,6,0,38,30
11,14,11,1,19,5,0,7,26
1,4,12,2,17,1,17,1,1
2,5,12,1,17,6,17,26,1
0,5,12,1,17,3,17,10,1
1,5,27,2,17,0,17,1,1
0,5,12,3,17,0,17,45,1
3,12,19,4,0,6,4,17,3
0,7,12,4,17,5,17,1,1
0,7,3,1,17,3,17,13,1
1,4,11,3,17,3,17,1,1
8,7,9,1,17,0,17,1,1
12,14,11,4,19,5,0,2,28
2,5,13,3,17,6,17,1,1
0,6,12,1,17,5,17,1,1
1,5,12,3,17,3,17,2,1
1,5,12,1,17,0,17,1,1
1,7,9,4,17,5,17,2,1
1,6,14,2,17,5,16,1,1
1,4,10,3,17,5,17,38,1
6,4,19,0,14,6,3,17,14
1,5,12,2,17,3,17,1,1
0,7,12,1,17,0,17,10,1
0,5,12,1,17,0,17,10,1
6,12,18,1,15,6,3,45,3
8,5,26,1,17,0,17,20,1
0,5,12,3,17,5,17,1,1
1,7,11,2,17,3,17,1,1
11,5,12,3,17,6,17,1,1
1,6,11,3,17,5,17,1,1
0,5,12,1,17,5,18,1,1
0,4,9,3,17,6,16,23,1
0,4,11,4,17,0,17,1,1
0,8,12,1,17,0,16,1,1
2,6,12,3,17,0,17,1,1
0,7,12,3,17,5,17,10,1
2,5,12,1,17,0,17,1,1
1,4,6,3,17,5,16,1,1
6,12,19,4,14,0,3,41,12
0,4,10,2,17,5,17,1,1
12,3,12,1,12,3,0,36,30
0,6,12,3,17,3,18,45,1
0,4,12,3,17,0,17,1,1
6,12,19,4,14,4,3,44,3
0,6,12,3,17,5,17,27,1
6,4,10,1,15,3,3,48,11
12,14,26,0,19,4,0,51,26
0,7,12,0,17,3,16,6,1
1,4,26,3,17,0,17,3,1
0,6,12,3,17,1,17,10,1
1,6,12,1,17,5,17,10,1
1,5,11,3,17,1,17,1,1
0,4,12,4,17,1,17,5,1
0,5,12,4,17,5,17,1,1
6,9,1,1,13,6,3,29,22
6,3,19,3,14,1,3,38,21
1,8,12,0,17,0,17,5,1
8,6,12,3,17,0,10,1,1
1,5,12,3,17,6,17,35,1
1,6,13,4,17,3,17,21,1
6,5,19,4,15,1,5,22,3
6,12,19,1,15,1,3,46,20
10,14,28,1,19,4,0,3,30
0,4,9,3,17,0,18,1,1
0,4,9,4,17,5,17,1,1
1,7,12,1,17,5,17,8,1
6,3,19,4,14,4,4,48,32
6,4,19,1,4,6,3,48,14
0,3,12,1,17,5,14,1,1
0,7,25,3,17,5,17,6,1
0,7,26,4,17,5,16,1,1
0,4,12,4,17,0,17,10,1
0,5,12,1,17,5,17,5,1
1,4,9,4,17,0,17,1,1
0,5,12,3,17,6,17,1,1
0,5,12,3,17,0,17,1,1
0,4,12,3,17,0,17,21,1
4,5,17,1,14,3,3,21,7
0,4,6,3,17,6,17,2,1
0,6,12,3,17,3,17,5,1
1,6,12,3,17,0,17,1,1
2,5,9,3,17,6,17,1,1
6,7,21,4,6,5,4,44,3
0,4,9,1,17,0,16,4,1
6,8,21,2,14,1,3,48,3
1,4,25,1,17,6,16,1,1
0,8,12,3,17,5,17,1,1
0,6,12,3,17,0,17,38,1
6,12,19,2,14,4,6,52,22
0,4,12,3,17,6,17,1,1
0,7,12,2,17,5,17,1,1
1,3,6,1,17,0,17,1,1
8,6,13,3,17,0,17,33,1
12,14,14,1,2,6,0,2,12
0,6,12,3,17,0,17,1,1
8,5,12,1,17,5,17,1,1
0,8,6,1,17,3,16,1,1
0,5,25,3,17,4,16,48,1
0,4,12,3,17,5,17,1,1
0,4,13,1,17,5,4,1,1
1,4,6,3,17,5,16,1,1
0,8,12,1,17,1,17,2,1
0,5,12,4,17,5,17,2,1
0,5,12,3,17,1,17,1,1
2,5,26,0,17,3,17,1,1
0,7,12,2,17,5,17,35,1
2,5,12,3,17,1,17,1,1
1,5,9,1,17,2,17,45,1
0,7,9,3,17,2,17,1,1
2,5,12,3,17,0,17,45,1
6,4,19,1,2,0,5,17,20
8,5,14,1,17,0,17,5,1
0,8,12,2,17,0,10,5,1
1,4,12,4,17,6,17,1,1
0,6,9,1,17,6,16,1,1
1,4,12,3,17,5,17,53,1
1,8,12,3,17,5,16,2,1
0,5,12,3,17,5,17,0,1
2,4,26,3,17,5,17,10,1
3,12,17,4,14,2,3,32,3
0,5,12,2,17,1,17,1,1
8,5,6,3,17,6,17,1,1
0,5,12,3,17,6,17,1,1
1,4,12,3,17,0,16,1,1
0,6,12,3,17,3,17,1,1
2,3,11,3,17,3,16,1,1
12,12,11,1,5,6,0,2,0
1,6,11,2,17,0,17,26,1
1,5,6,3,17,5,17,1,29
1,6,12,1,17,0,17,1,1
12,14,3,1,19,4,0,50,26
8,5,26,2,17,6,17,1,1
12,9,0,2,0,4,0,29,28
1,5,12,3,17,5,17,1,1
0,5,12,4,17,0,17,8,1
6,9,19,2,16,5,3,13,26
0,5,26,1,17,0,13,2,1
0,5,11,4,17,0,16,2,1
1,5,12,3,17,5,17,1,1
1,5,12,4,17,1,17,1,1
8,4,14,1,17,6,17,8,1
9,1,16,0,7,2,2,31,17
0,5,9,4,17,3,16,3,1
0,5,25,4,17,5,10,26,1
4,12,19,4,15,3,6,49,23
0,5,26,2,17,6,16,2,1
6,12,17,1,0,1,4,48,22
0,5,14,3,17,6,17,2,1
1,4,27,3,17,0,16,26,1
2,5,11,3,17,0,17,8,1
0,7,12,1,17,5,17,10,1
2,5,12,1,17,0,17,1,1
1,7,12,1,17,0,16,1,1
0,5,26,3,17,6,14,1,1
0,8,13,4,17,0,16,15,1
2,3,10,3,17,6,17,5,1
0,5,13,3,17,0,17,19,1
0,5,14,3,17,0,17,10,1
0,4,9,1,17,0,17,35,1
2,5,12,1,17,0,17,1,1
6,4,19,3,14,6,3,25,11
7,7,19,1,13,1,4,0,32
0,5,9,3,17,3,17,1,1
1,5,27,3,17,6,17,10,1
0,4,9,3,17,6,17,27,1
6,12,17,1,15,6,6,44,11
1,7,2,3,17,0,17,1,1
1,7,12,1,17,1,17,5,1
0,3,27,3,17,0,17,26,1
3,5,12,1,17,5,17,5,1
0,5,12,3,17,3,16,27,1
6,4,19,1,5,0,6,48,22
0,8,15,3,17,0,17,1,1
0,4,10,3,17,0,16,8,22
0,5,12,3,17,0,17,3,1
0,4,12,1,17,5,17,35,1
0,7,27,3,17,0,17,11,1
1,5,12,2,17,6,17,38,1
0,5,12,1,17,4,17,34,1
0,7,9,3,17,5,17,12,1
0,6,9,3,17,3,17,1,1
0,4,27,3,17,0,17,5,1
1,6,9,4,17,5,16,1,1
0,5,12,3,17,5,17,1,1
0,4,25,1,17,0,17,10,1
1,5,24,1,17,6,17,10,1
5,6,21,1,2,2,3,42,24
0,6,12,3,17,5,17,2,1
8,7,12,3,17,0,17,1,1
0,5,9,2,17,5,16,26,1
0,6,12,3,17,0,17,1,1
2,5,10,3,17,3,16,1,1
6,4,19,0,15,4,6,34,4
0,5,6,2,17,0,17,1,1
1,5,12,2,17,6,13,1,1
8,3,5,2,17,0,17,1,1
0,7,12,3,17,5,17,2,1
2,5,13,3,17,0,17,1,1
0,4,10,3,17,0,17,5,1
0,5,12,1,17,0,17,4,1
0,7,9,2,17,0,17,10,1
2,5,12,3,17,3,17,1,1
0,5,10,2,17,1,16,1,8
6,12,19,1,15,4,3,48,26
10,14,12,1,19,1,0,36,30
2,5,9,2,17,5,17,1,1
6,12,19,3,5,6,3,18,3
1,7,12,3,17,5,17,17,1
0,6,4,3,17,3,10,1,1
6,12,19,1,5,4,3,23,8
6,12,19,1,13,4,6,20,18
6,7,20,1,15,3,6,52,20
0,5,12,2,17,5,17,5,1
6,4,19,2,5,1,2,48,21
1,8,6,1,17,0,17,11,1
0,6,9,1,17,6,17,35,1
0,5,11,1,17,0,17,2,1
0,3,10,1,17,0,17,1,1
1,4,24,1,17,6,17,21,1
0,3,12,3,17,5,10,6,1
8,5,10,4,17,5,17,35,1
0,4,9,3,17,0,17,1,1
5,12,19,1,15,5,5,16,3
1,5,12,2,17,0,17,2,1
6,12,19,1,5,5,4,20,32
0,6,12,3,17,5,17,1,1
0,4,10,1,17,5,17,2,1
6,9,19,1,15,0,3,30,11
0,5,12,4,17,0,17,1,1
1,5,10,1,17,0,17,2,1
0,6,12,1,17,0,17,21,1
0,5,12,3,17,0,10,1,1
10,1,25,0,21,2,0,31,17
0,5,12,3,17,5,17,1,1
0,7,13,2,17,5,17,2,22
0,8,12,3,17,3,10,1,1
8,6,12,2,17,1,17,5,1
0,5,23,3,17,0,17,12,1
0,6,14,3,17,5,17,1,1
6,12,19,1,15,5,5,44,11
0,6,14,3,17,6,16,12,1
6,12,19,1,14,6,6,29,26
0,7,12,3,17,3,17,10,1
0,7,12,1,17,5,17,1,1
2,7,12,1,17,3,17,10,1
8,6,12,4,17,5,16,1,1
2,3,12,1,17,3,17,1,1
6,5,22,1,2,6,3,45,20
1,3,27,3,17,6,17,1,1
0,3,27,3,17,0,16,1,1
12,4,11,0,19,5,0,7,26
6,12,19,4,5,6,4,14,28
1,4,12,3,17,0,16,2,1
0,8,12,3,17,3,17,1,1
2,4,12,3,17,0,17,1,1
1,5,12,1,17,0,17,1,1
8,6,25,1,17,3,17,1,1
6,8,9,3,14,1,6,21,3
3,5,27,1,17,6,17,1,1
0,6,12,3,17,0,17,1,1
0,5,11,4,17,0,17,2,1
0,8,12,3,17,5,17,36,1
1,5,13,3,17,0,11,2,1
1,3,11,1,17,0,17,1,1
1,4,12,4,17,5,17,6,1
8,6,12,3,17,5,17,1,1
0,5,12,1,17,0,17,10,1
0,5,12,1,17,5,17,1,1
8,5,13,3,17,3,17,2,1
9,2,28,4,21,4,2,27,16
1,4,12,3,17,3,17,1,1
1,6,9,1,17,0,17,21,1
2,4,9,4,15,0,17,2,1
1,5,12,3,17,5,17,0,1
4,12,19,4,4,6,3,20,3
2,6,14,3,17,0,17,26,1
0,4,11,4,17,0,17,1,1
0,5,12,1,17,6,17,27,1
0,7,12,1,17,6,17,12,1
0,5,13,3,17,3,17,1,1
1,5,12,1,17,3,17,2,1
1,6,13,3,17,6,17,1,1
1,5,12,1,17,0,16,45,1
0,8,9,3,17,5,17,15,1
5,12,1,3,15,2,6,52,17
5,4,17,4,15,0,4,44,4
8,3,12,4,17,0,10,1,1
0,4,12,1,17,6,17,1,1
0,5,12,4,17,0,17,2,1
0,4,12,3,17,6,17,1,1
2,5,6,3,17,3,17,12,1
0,8,12,3,17,3,17,13,1
0,5,13,4,17,1,10,1,1
6,8,19,1,13,3,6,6,14
6,5,20,4,13,3,6,21,21
0,4,15,1,17,0,17,1,1
0,8,6,1,17,6,17,1,1
0,6,12,4,17,3,17,1,1
0,5,6,3,17,3,17,10,1
0,4,12,2,17,4,17,16,1
1,4,9,3,17,3,17,1,1
0,7,12,1,17,5,17,1,4
0,3,13,3,17,5,17,1,1
6,12,19,1,14,3,4,42,12
0,5,12,3,17,5,17,1,1
6,12,1,1,7,3,4,48,12
2,5,12,3,17,0,17,10,1
2,7,12,2,17,3,17,1,1
2,5,12,3,17,0,17,4,1
0,4,12,1,17,0,17,38,1
6,12,21,1,14,1,4,18,17
6,12,1,1,6,5,7,29,26
2,5,12,1,17,0,17,6,1
8,4,27,3,17,5,17,2,1
12,7,11,1,21,6,0,36,29
0,6,14,3,17,0,17,1,1
0,8,12,2,17,1,16,1,1
0,6,13,1,17,0,17,1,1
10,3,22,0,19,5,0,11,30
0,4,12,1,17,0,17,27,1
10,7,27,0,2,2,0,8,27
9,14,24,1,21,2,0,29,26
2,7,12,2,17,0,17,6,1
0,5,25,3,17,3,16,1,1
6,12,1,3,13,6,4,52,6
1,5,14,1,17,0,17,1,1
8,8,12,3,17,1,17,1,1
2,6,12,1,17,5,12,1,1
0,4,6,3,17,0,17,10,1
1,5,12,4,17,5,17,2,1
0,7,26,1,17,3,17,1,1
8,5,12,1,17,5,16,10,1
0,5,12,4,17,6,17,12,1
0,6,14,4,17,0,10,1,1
1,6,12,1,17,0,17,1,1
0,4,12,3,17,0,17,1,1
1,4,27,1,17,5,12,35,1
8,4,26,0,17,5,17,4,12
0,4,12,3,17,5,17,1,1
0,5,13,1,17,6,17,13,1
0,6,12,4,17,5,16,1,1
0,6,9,2,17,0,17,1,1
1,5,9,3,17,5,17,1,1
1,4,12,1,17,0,17,10,1
10,12,14,0,19,1,0,0,27
6,12,19,1,13,4,5,30,20
1,5,9,4,17,6,17,1,1
0,5,12,1,17,0,17,1,1
0,4,9,4,17,5,17,1,1
2,5,12,3,17,1,17,2,1
1,5,12,1,17,0,17,4,1
1,6,28,3,17,0,16,1,1
0,6,18,1,17,3,17,8,1
6,8,19,1,15,6,3,46,10
0,5,27,3,17,5,17,1,1
0,8,12,2,17,6,17,27,1
0,4,12,4,17,0,17,26,1
0,7,23,1,17,0,17,1,1
1,7,13,1,17,1,17,1,1
1,7,12,2,17,5,16,27,1
1,3,11,1,17,5,16,10,1
0,4,12,3,17,6,17,10,1
1,4,12,4,17,3,17,1,1
6,6,19,4,14,5,6,29,4
0,7,27,1,17,0,17,1,1
0,4,10,3,17,0,17,13,1
6,7,1,1,7,6,3,48,3
6,7,1,1,0,1,8,13,19
0,5,12,4,17,6,17,1,1
6,12,21,2,5,1,3,54,3
0,5,11,2,17,5,17,37,1
0,6,10,1,17,1,17,1,1
1,8,12,1,17,0,17,13,1
1,4,12,1,17,5,17,1,1
10,9,12,1,21,4,0,40,30
0,5,12,4,17,0,17,45,1
0,3,9,4,17,0,17,10,1
8,8,12,1,17,0,17,1,1
1,6,26,1,17,1,17,27,1
0,5,9,2,17,3,17,1,1
2,3,12,2,17,3,17,16,1
1,4,27,0,17,6,16,1,1
0,7,14,2,17,0,17,1,1
0,5,13,3,17,0,16,1,1
0,6,9,4,17,5,17,1,1
2,6,9,1,17,0,17,1,1
0,5,8,3,17,6,16,1,1
0,6,12,3,17,5,17,1,1
0,4,12,3,17,5,17,1,1
0,3,12,4,17,5,17,10,1
0,3,12,3,17,5,16,4,1
12,14,23,1,19,6,0,10,29
0,7,12,3,17,6,17,2,1
0,5,13,4,17,0,12,29,1
6,12,18,4,15,0,4,46,9
1,8,14,3,17,0,17,6,1
2,4,2,3,17,5,17,1,1
6,8,19,3,14,0,4,44,26
0,6,12,4,17,0,17,1,1
1,5,15,1,17,5,17,1,1
8,7,12,3,17,0,17,1,1
11,13,13,1,19,5,0,10,28
2,6,12,3,17,0,17,1,1
1,8,12,3,17,5,17,1,1
1,5,9,3,17,1,17,29,1
0,5,12,3,17,3,16,1,1
6,3,17,1,5,5,6,30,3
0,5,6,1,17,3,10,28,1
0,6,12,2,17,5,13,1,1
6,7,20,1,5,0,3,20,23
10,3,11,0,19,4,0,43,30
0,6,9,4,17,1,16,1,1
0,8,9,4,17,5,17,0,1
6,12,19,1,4,0,3,44,18
6,12,17,4,14,1,6,44,3
0,6,12,2,17,0,17,1,1
0,5,9,3,17,0,16,1,1
0,5,12,4,17,6,16,1,1
1,5,14,1,17,0,17,1,1
0,5,9,1,17,5,17,1,1
1,6,12,3,17,3,18,1,1
0,5,12,1,17,0,17,24,1
0,6,26,4,17,5,11,1,1
2,5,9,1,17,5,17,1,1
0,6,23,4,17,3,17,1,1
0,5,12,1,17,0,17,1,1
0,6,12,2,17,4,17,33,1
1,4,27,3,17,5,17,1,1
1,6,12,1,17,0,17,27,1
0,7,13,3,17,5,17,1,1
12,9,11,1,19,6,0,20,26
12,9,11,1,19,0,0,40,30
0,7,23,1,17,5,17,23,1
1,3,10,3,17,5,17,26,1
0,5,12,1,17,0,17,1,1
2,4,12,4,17,0,17,1,1
1,6,10,1,17,1,16,22,1
6,8,17,1,6,5,4,48,3
